,Unnamed: 0,Unnamed: 0.1,tweet_id,text,missing_text,Text_Only_Informative,Image_Only_Informative,Directed_Hate,Generalized_Hate,Sarcasm,Allegation,Justification,Refutation,Support,Oppose
28,28,28,1051227851284873217,metoo changed industry lot remains done ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,29,29,1051128695434268672,ption no2 ,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
30,30,30,1051116831874928640,metoo movement make workplace safe u positive side coin ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,31,31,1051071752971870208,ption no2 ,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
32,32,32,1050892973179727872,sebgorka leftist proislamist democrat woman amp cnn msnbc bbc metoo support ,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
33,33,33,1050811961011838977,bucky people pissed ashleyperkins89 attacking credibility assault survivor attacker thomas ravenel arrested result four month police investigation people questioning metoo movement men rape enablers ,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
34,34,34,1050593516592615424,metoo movement led rise public awareness around sexualharassment workplace inhouselegal team know respond appropriately sexual harassment allegation download free practicallaw toolkit gt ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,35,35,1050498919321485313,rncat50 votetrumppics jamieleecurtis metoo bought beauty today 2a ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,36,1050489314604281856,amymek horrifying amazing hypocrisy lefty tomilahren foxandfriends metoo ,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
37,37,37,1050327679948312576,brocklesnitch sex pest allegation auspol aria metoo billkavanaugh brettshorten trump alanjones aclennell abcaustralia rnbreakfast billshortenmp kochieonline sunriseon7 karlstefanovic thetodayshow 3awneilmitchell bowenchris angustaylormp skynewsaust kierangilbert ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,38,1050204937278259200,bdimyon transgendertrd mojgovuk bbcrealitycheck would love respond recent tweet quite incomprehensible bounce crime metoo pit stop cancer ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39,39,39,1050195702725242880,men r asking u guy still doubt amp harrass even shared story immediately matter sister tell childhood story u one day challenge u guy ask metoo chinmayi ,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
40,40,40,1050191693629124608,hello perth excellent metoo ustoo ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,41,1050187932601061377,put quincy addle pated felonious booty seeker man woman never say metoo empire empirefox ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42,42,42,1050181727061192704,better late never finally review crazy rich asian talk good place bojack horseman captain marvel trailer recent return certain metoo perpetrator ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,43,1050181569682399232,ption no2 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,44,44,1050180802904961024,surprised ultra metoo moralistic jackietrad would share press conference billshortenmp slammed younglibs posting support brettkavanaugh nomination considering shorten faced similar sexual assault allegation auspol qldpol couriermail newstalk4bc ,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
45,45,45,1050167699731431424, australian note bowenchris count like brettkavanaugh leader billshortenmp also similar metoo controversy gone away outlookconf18 auspol emilyslist squigglyrick ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,46,46,1050146297829675008,lyncsmith 53pamela billshortenmp sharrimarkson skynewsaust davidleyonhjelm theboltreport pmonair green chriskkenny kierangilbert ljayes scottmorrisonmp realmarklatham theheraldsun dailytelegraph alanjones sarah hanson young done added another metoo front billshortenmp historical sexualassault allegation many left blind see similar allegation brettkavanuagh currently eager attack auspol ,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
47,47,47,1049992712122859520,powerful men changed behaviour work since metoo ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,48,48,1049982144603463680,metoo come bollywood ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,49,49,1049973389425664000,taxidermy deathshead moth oddity asylum taxidermy halloween gothic black deathsheadmoth aussie spidermanps4 tattoo art theblockau butterfly moth spider fortnite hardquiz kelilane oufc pixel3 ispr etalk qanda ufc229 news metoo amas oufc ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,50,50,1049973338372632578,taxidermy deathshead moth oddity asylum taxidermy halloween gothic black deathsheadmoth aussie spidermanps4 tattoo art theblockau butterfly moth spider fortnite hardquiz kelilane oufc pixel3 ispr etalk qanda ufc229 news metoo amas oufc ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,51,51,1049973272354275328,taxidermy deathshead moth oddity asylum taxidermy halloween gothic black deathsheadmoth aussie spidermanps4 tattoo art theblockau butterfly moth spider fortnite hardquiz kelilane oufc pixel3 ispr etalk qanda ufc229 news metoo amas oufc ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,52,52,1049930526314782720,sarah hanson young think brettkavanuagh unfit office hypocritical also think billshortenmp faced similar allegation also unfit office auspol sharrimarkson metoo sharrimarkson skynewsaust davidleyonhjelm theboltreport ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,53,53,1049928978675298304,sharrimarkson raise metoo issue woman alleged sexually assaulted billshortenmp sarah hanson young auspol sharrimarkson brettkavanuagh skynewsaust theboltreport 2gb873 ,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
54,54,54,1049915647508000768,ption no2 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,55,55,1049911438419070977,ption no2 ,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
56,56,56,1049884550879502336,metoo war coming ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,57,57,1049819542023626752,hey jackietrad going admonish richardmarlesmp tweet supporting billshortenmp rape allegation like admonished younglibs supporting brettkavanaugh ,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
58,58,58,1049816192444186624,sure patriot tennessee love hangsout wperv harvey taylorswiftclassic democrat endorse man accused sexual misconduct instead strong r woman 1st female tn senator bc dems serious metoo redtsunami2018 ,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
59,59,59,1049808211534958592,uneasy silence descended bar dude cracked blondé joke metoo kavanaugh harveyweinstein ,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
60,60,60,1049804220696748033,labor win government quinella prime minister accused historic rape allegation deputy pm married convicted drug trafficker auspol metoo everest kavanaugh anncoulter theboltreport jccampbell tomwconnell sunriseon7 annelisenews couriermail ,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
61,61,61,1049775000352251904,theeverest promo martin place usual balance gender model daughter asked nrl cheerleader boy wait auspol metoo ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
62,62,62,1049626371268403200,well done anncoulter welcome australia get land local metoo emilyslist feminist slam brettkavanaugh sexual assault allegation yet ignore similar allegation left wing alternative auspol pm billshortenmp ,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
63,63,63,1049599895579979776,mate sent photo sure follower might get guy falseallegations metoo police mentoo liar ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64,64,64,1049598924632145920,life come u quickwoman indoctrinated internalized misogyny amp desperate male approval try subvert metoo feign fear son minuscule risk facing false accusation making son face false accusation dating habit ,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
65,65,65,1049583585781411840,millymolly300 jillpol billshortenmp sunriseon7 skynewsaust alanjones ljayes whatever glaring example hypocrisy emilyslist type female like jackietrad janecaro willing listen accuser brettkavanaugh yet ignore accuser billshortenmp metoo bias worst left wing auspol politics ,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
66,66,66,1049562731257286659,hopefully himtoo movement encourage boy keep dick pant fear mom want tag along date metoo ,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
67,67,67,1049549716919222272,post red hot thedonald subreddit right word fucking disgusting comment supporting vile amp proof degenerate mind pro trump schumer fan feminist absolute new low dumptrump trump pousa metoo ,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
68,68,68,1049547532169183235,ann widdecombe belief metoo movement trivial whinging ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69,69,69,1049520108094324737,ption no2 ,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
70,70,70,1049506503479058441,asked whether metoo losing influence face kavanaugh trump ed responded emphatic compare movment blacklivesmatters full ep ,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
71,71,71,1049503570582618112, nough said whyididntreport christineblaseyfordwestandwithyou riseup resist nomeansno metoo believesurvivors ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,72,72,1049500897951264768,metoo ten powerful comment social medium ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73,73,73,1049485928014598145,sad reality trump america even metoo era trump kavanaughconfirmed ,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
74,74,74,1049459731733991424,rich queensland labor treasurer jackietrad use photo brettkavanaugh say liberalaus thenationals problem woman billshortenmp like kavanaugh accused sexual assault auspol qldpol metoo couriermail jccampbell tomwconnell ,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
75,75,75,1049455294957252609,ption no2 ,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
76,76,76,1049452586867322880,realjameswoods twitter twittersupport shadow banned shadowbanned metoo ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
77,77,77,1049452243651420160,bert90994379 kate18660449 emilyslist billshortenmp ritapanahi sharrimarkson jccampbell judge shorten hypocrisy qld labor treasurer jackietrad call brettkavanaugh tweet billshortenmp show metoo emilyslist australia nothing political tool ignoring left wing misogyny auspol qldpol couriermail triplej ,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
78,78,78,1049448219271344129,even tho rosemcgowan utter fruitloop fully agree hollywood twat jumped metoo movement like maggot onto rotting corpse hypocrite highest know bullfuckingshit ,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
79,79,79,1049444545941762048,joeabcnews abcnews happened metoo movement australia historical sexual assault allegation brettkavanaugh significant similar allegation billshortenmp auspol abcnews kavanaughconfirmation billshorten ,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
80,80,80,1049344615348756484, rose mcgowan say slamming hollywood metoo movement ,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
81,81,81,1049276896394055680,screeching liberal lunitics anything say pillar society metoo ,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
82,82,82,1049217016874262529,usqedu woman network member associate director health wellness julie mckenzie speaking university commitment ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83,83,83,1049184702312009729, stand cabin crew fight shocking sexual harassment workplace commend twu exposing shocking stats must work together others like hannah work free harassment michmyersmua itfapac woman rep cabincrewtoo metoo ,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
84,84,84,1049067960084529152,sexual harassment rampant airline industry two third flight attendant experiencing abuse metoo movement airborne ,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85,85,85,1049031150767722496,metoo movement airborne two third flight attendant say subject sexual harassment ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,86,86,1048931102356901888,experience project metoo experience project online community people share personal story experience connect others ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
87,87,87,1048930172316143616,experience project metoo shutting ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88,88,88,1048915979328217088,million million people counted support system left devastated shut site exchanged phone number email address hundred hundred people continue supporting one another metoo ,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
89,89,89,1048913572695293957,experience project free social networking website consisting various online community operated 2016 announced would suspend new registration indefinitely metoo ,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
90,90,90,1048892682389475329,senjohnkennedy metoo kavanaugh rioter deplorables hillary let benghazi ambassador soldier tortured killed oh wait men sheriffclarke drmartyfox pamelageller prisonplanet foxnewsalert bristolcomsense outsiderswgn mirnadestiny ,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
91,91,91,1048863742019088386,chinese famous host zhu jun charged sexual harrasment victim xianzi brave fight personal right expose selfie becasu think id thing said true metoo ibeliveher ,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
92,92,92,1048842807350255616,whyididntreport christineblaseyfordwestandwithyou riseup resist nomeansno metoo believesurvivors dr ford made cover time realdonaldtrump time magazine cover illustration designed john mavroudis moonalice poster ,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
93,93,93,1048773251483103232,pity metoo kavanaugh deplorablesrioters vocal democrat hillary let ambassador benghazi staff tortured murdered potus sebgorka sheriffclarke carlachamorros drmartyfox seanhannity tuckercarlson mirandadevine foxandfriends cnn wsj ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,94,94,1048763205722329088,feminism feminist metoo timesup auspol uspolitics kavanaughconfirmed mgtow feminist sexualassault think true story yes fell free yo give thought ,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
95,95,95,1048746747420274689,ce drilon failed metoo movement ,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
96,96,96,1048693288809590784, dailytelegraph pwafork say allegation brett kavanaugh damaged metoo movement lot american saw lastditch effort derail justice going sail confirmation process ,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
97,97,97,1048687749950189568,wonder davidspeers skynewsaust see issue discussion metoo movement alleged sexual abuse woman auspol ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
98,98,98,1048666090643980288,wtaf america nothing kavanaugh kavanope metoo ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,99,99,1048656738985988096,uspoli realdonaldtrump scotus v metoo john darkow auspol senatorcollins jeffflake joemanchinwv ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,100,100,1048651813858230273,uspoli realdonaldtrump kavanaugh metoo bombed adamzyglis auspol senatorcollins jeffflake joemanchinwv ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,101,101,1048638014350680065,miranda fricker speaking knowing notknowing halfknowing metoo epistemic justice cuny ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
102,102,102,1048606748746166273,way heal tell metoo story ,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
103,103,103,1048565625520447488,fight win metoo womenriseup revolution ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
104,104,104,1048548462168424448,christineblaseyford respect braver braver webelievesurvivors weareone metoo ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
105,105,105,1048511333426024448,mrbromwich courage remembered whyididntreport christineblaseyfordwestandwithyou riseup resist nomeansno metoo believesurvivors trigger ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
106,106,106,1052291833894559744,loved chatting alyssamilano taranaburke last week great work metoomvmt joshsabarra alyssamilano taranaburke metoo tuesday ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,107,107,1052291107726315520,via moonbattery1 metoo mania 9yearold accused ,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
108,108,108,1052288704360763392,esquire releasing expose bryan singer ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,109,109,1052287353597960194,hillary clinton say husband accuser fit metoo narrative um hillaryclinton kind narrative talking fit narrative huh people beg differ outrageous statement plenty narrative ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
110,110,110,1052286635298250752,fucking talk hillaryclinton keep apologizing husband mistake billclinton consensual sexual play intern adultery consensual confused metoo realdonaldtrump nasty predatory sick life ,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
111,111,111,1052284340070219776,ption no2 ,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
112,112,112,1052284335351652353,one year metoo go ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
113,113,113,1052284113879744514,sarah lucas right metoo moment martha schwendener via nyt ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
114,114,114,1052283119766827008,feel like female vigilante justice huntress series sale book thriller metoo resist ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,115,115,1052283099793350656,jvn international numbersi even usa amp want call stop scumbag amp aided coverup crime called oh waityour president stop consequence investigation boy club happening metoo ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,116,116,1052282306512150528,metoo movement root woman worker right ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
117,117,117,1052280881161728000,daysofmindy day time played zombie fallout boy video told dance guy agreed later said pulled metoo moment tv got thousand hate mail comment insane emo fan liar ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,118,118,1052278577859846145,eption no2 ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
119,119,119,1052278270673256448,taylorswift13 metoo nice candidate philbredesen kept sexual harassment allegation dark protecting aide silencing victim tnsen ,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
120,120,120,1052276505328439297,chicago review metoo poetry collective ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,121,121,1052276028448669696,good day good vibe blacklivesmatter believeher metoo impeachtrump queer woman ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
122,122,122,1052275413798592512,afraid speak matter long take metoo ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
123,123,123,1052273504052240384,year ago month tweet helped spark metoo movement affected life community ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
124,124,124,1052273409260834817,anita defrantz noted activist specifically promote civil right eliminate sexual harassment presenting candid talk race gender sport age metoo free submitted rsvp ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
125,125,125,1052273303660974080,metoo celebrating 1year anniversary movement changed anything ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
126,126,126,1052273094818230272,womble bond dickinson team take part mccalaw creating pathway diversity conference theresa sprain moderate metoo one year later discussion ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,127,127,1052273035346993152,anita defrantz noted activist specifically promote civil right eliminate sexual harassment presenting candid talk race gender sport age metoo free submitted rsvp ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,128,128,1052270118082760704,ption no2 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,129,129,1052270079684108288,remember trauma seen ptsd trauma sasc colga speakup speakout metoo believesurvivors youarenotalone ,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
130,130,130,1052269734257811456,letter b bjp leader still silent metoo movement ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,131,131,1052268305526865920,realdonaldtrump horseface one slept wife home newborn kind face give tell face ahole immoral disgusting piece garbage msnbc cnn foxnews metoo trump maga ,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
132,132,132,1052268280696717313,ption no2 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,133,133,1052268042753851396, salmankhan refuse work anirban da whose character questioned owner one leading management company chasing salman khan past ten year associate company declined offer ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
134,134,134,1052266209121423360,nobel committee metoo moment ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,135,135,1052264394082594816,week turnouttuesday fall one year anniversary moment metoo went viral amp million survivor came forward share truth today honor survive sayhername iremembernicole voteforourlives nomorenicoles metoooneyearlater ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
136,136,136,1052263827549630465,findtruthq foxnews oh senwarren maybe misunderrstood possible papa rape cherokee indian round metoo believeallwomen warren heritage take apologize amp return grant foundation money cherokeenation ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,137,137,1052263181303705600,birth venus update metoo era art artist photoshop photocollage ericboos ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,138,138,1052263136160612353,rescheduling earlier event founder metoo movement finally set speak ku next week ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
139,139,139,1052261678866472966, conservative woman feel victimized kavanaugh nomination underscored right complex inability cope metoo reckoning ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,140,140,1052260416292904961,nicole kidman metoo help men woman move forward ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
