TweetId,Text_Only_Informative,Image_Only_Informative,Directed_Hate,Generalized_Hate,Sarcasm,Allegation,Justification,Refutation,Support,Oppose
1049448219271344129,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1049444545941762048,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1049344615348756484,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1049276896394055680,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1049217016874262529,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1049184702312009729,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1049067960084529152,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1049031150767722496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048931102356901888,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1048930172316143616,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1048915979328217088,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1048913572695293957,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1048892682389475329,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1048863742019088386,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1048842807350255616,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1048773251483103232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048763205722329088,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1048746747420274689,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1048693288809590784,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1048687749950189568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1048666090643980288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048656738985988096,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048651813858230273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048638014350680065,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1048606748746166273,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1048565625520447488,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1048548462168424448,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1048511333426024448,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052291833894559744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052291107726315520,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1052288704360763392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052287353597960194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1052286635298250752,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1052284340070219776,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1052284335351652353,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052284113879744514,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052283119766827008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052283099793350656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052282306512150528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052280881161728000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052278577859846145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052278270673256448,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1052276505328439297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052276028448669696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052275413798592512,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052273504052240384,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052273409260834817,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052273303660974080,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052273094818230272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052273035346993152,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052270118082760704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052270079684108288,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1052269734257811456,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052268305526865920,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1052268280696717313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052268042753851396,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052266209121423360,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052264394082594816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052263827549630465,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052263181303705600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052263136160612353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052261678866472966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052260416292904961,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052260036054065153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052259870630526976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052259163642970112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052258583205695488,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052257705652613122,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052257409261920258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052255383471951874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052254760869515265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052254387202969600,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052250553105805312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052248506000429056,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052247674685140993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052247323668041728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052244907572822016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052244827792961542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052244359612157957,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1052242954671284224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052240916591702016,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1052240526378823680,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052240083267407872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052239288262434817,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052237938166255616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052237026957844480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052237023153713152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052236732987568134,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052233972619579392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052233462818754560,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052233367259832323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052231227514740737,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052228371994808321,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1052228134026833920,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1052227893273583616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052226137408106497,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052225190996905984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052223347545841664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052221593122983936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052221544334802944,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052219647758491648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052219641261580289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052219055690661888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052218673333587969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052216436784017408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052215572425891840,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052215102592577536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052214089458610176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052213037913006082,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052210962143555584,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052210083659227136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052209346514493440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052208827393695745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052208316888141826,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052207066389999616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052206440000180224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052204432761466880,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1052198960633393152,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052197854842892288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052196506822791168,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052196234126069760,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052193817401548803,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052192037100015616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052191513114005504,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052189267617832960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052188938717290497,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052188477528236032,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1052188431474802692,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1052185705194147841,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052183735456751616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052182680069177344,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1052182665695178754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052182459197075457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052182219295473665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052177384345079809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052174526400929794,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052172367810707456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052172333752995840,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052171511304519680,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052171029823479808,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052169763651235845,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052169139241058304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052168660578652160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052168631692472320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052167647016747008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052166598696587266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052164013960892417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052164009544351744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052163082255048704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052159770298372097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052158499512348672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052158120775045121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052151623953383424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052151329156714496,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1052150134421839872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052149686642065408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052148204320555008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052144362304475136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052142484522819585,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052137384484229121,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1052137113452404736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052135641570533376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1052133428588670976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052128672533151745,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052127834892881920,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052127532428931073,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052127524673662978,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052127522857529344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052123828577546240,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052116552735121409,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052114077793824768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1052112013105627136,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1052109196429287424,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1052109178087587840,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1052108484261634050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052108253486825472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052107040531845120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052105370091417601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052104213465948161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052103676217573376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052102861901819904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052102353820639232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052101893030273024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052100677575606273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052100676749283328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052099636503015424,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052099509642256384,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1052099382831661056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052099101364342784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052099094154436608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052098695355875328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052096836859768833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052092932293967872,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052092655855796224,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1052092143995670529,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052092141806047234,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052090146470817792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052088713407270912,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052086311333519360,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1052084252664324097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052082075451478016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052078563870965760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052078091236007941,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052077059298738176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052076676778057728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052073905601409024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052069612647579650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052066828548263936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052065974340513792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052062729685602306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
